code,description,title
CS67,"Small Island Developing States (SIDS) are among the most vulnerable regions to climate change, facing disproportionate risks to food security, livelihoods, and ecosystems despite contributing minimally to global emissions. In this context, the adoption of climate-smart agricultural (CSA) practices emerges not only as a technological imperative but also as a societal necessity for strengthening resilience and advancing the Sustainable Development Goals (SDGs). This study applies the Livelihood Resilience Framework to examine the drivers and barriers influencing the intensity of CSA adoption among smallholder farmers in Trinidad and Tobago. The results show that farmers  ability to absorb shocks and disruptions, their capacity to build flexible and adaptive networks, and their aptitude for acquiring new knowledge and skills significantly increase the likelihood of adopting CSA practices. Younger and female farmers were also more inclined to adopt and intensify CSA, highlighting the influence of generational and gendered dynamics in shaping adaptive capacity. Paradoxically, however, membership in farmer groups and heightened concern about climate change were associated with lower levels of adoption, suggesting that institutional arrangements and perceptions of risk may at times constrain rather than enable adaptive responses. These findings demonstrate that CSA adoption in SIDS cannot be reduced to questions of technological availability; rather, it depends on the strength of enabling environments that combine financial support, institutional effectiveness, and social trust. By situating farmer adaptation within the broader sustainable development agenda, the study contributes a systemic understanding of how science, technology, and society must be bridged to accelerate agricultural transformation in vulnerable contexts.
Keywords: Climate Smart Agriculture, Livelihood Resilience, Adaptive Capacity, Agricultural Transformation, Small Island Developing States",Linking Livelihood Resilience and Climate-Smart Agriculture Adoption: Evidence from Farmers in Trinidad and Tobago
CS68,"This article critically examines the pedagogical challenges of implementing Place-Based Environmental Education (PBEE) in Trinidad and Tobago s primary education system, focusing specifically on mangrove conservation. Drawing from Dewey s (1997) educational philosophy that advocates experiential learning and Gruenewald s (2003) Critical Pedagogy of Place, it reviews literature, curriculum analyses, and policies highlighting a curriculum insufficiently tailored to diverse learners, inadequate teacher preparation, restricted experiential resources, restrictive educational policies and poor stakeholder coordination as principal impediments. These barriers significantly affect Trinidad and Tobago s ability to achieve key Sustainable Development Goals (SDGs), particularly Quality Education (SDG 4), Life Below Water (SDG 14) and Life on Land (SDG 15). The article provides recommendations for overcoming these constraints, suggesting classroom-based alternatives and policy improvements aligned with the nation s Vision 2030.
Keywords: Mangrove conservation, pedagogical challenges, place-based environmental education, primary education, Trinidad and Tobago, Sustainable Development Goals, Vision 2030.",Pedagogical Challenges in Implementing Place-Based Environmental Education in Trinidad and Tobago: Mangrove Ecosystem Conservation and Sustainable Development
CS69,"Many colleges and universities offer basic introductory primers on climate change, environmental policy, and sustainability to non-science majors through physical science-based credit courses that fulfill the general education requirements for a bachelor's degree. These courses generally use an introductory text - to include its online platform - in the respective scientific fields as the required text. The inclusion of a core credible reference text is paramount, but the practice of leveraging introductory science textbooks in science-credit courses does not intuitively support scientific empowerment for a non-science learner as the knowledge acquired is siloed in nomenclature and concepts are not interwoven into the learner s core studies, interests or culture. A classroom environment rich in discussions and assessments that integrate the physical sciences into the social sciences, culture, and current events provide the non-science learner (and science learner alike) with opportunities to unlock scientific jargon, better understand scientific ideas in their disciplines, and fuel a growth oriented mindset. Beyond the science credit for the learner these outcomes are desirable from the educators and school administration. However, it is challenging to create such a classroom environment within the time allotted a scheduled 3-credit course.
This paper proposes a framework to weave scientific empowerment into these types of courses  for learners. Though the framework has been curated from implementations within various classes within the Caribbean and United States, a common science credit course in Floridian colleges and universities - Introduction to Earth Sciences   is highlighted as an implementation example. The proposed incorporates existing STEM (science, technology, engineering, and mathematics) education frameworks, Bloom s taxonomy, flipped lassroom approaches and active learning strategies into the course s instructional design and implementation. Key syllabus topics are presented with examples and learner feedback shared.
Keywords: STEM education framework implementation; scientific empowerment",Towards integrating climate science empowerment into college and university science courses
CS70,"Computers have existed for over two hundred years. During that period, its related disciplines, such as computer science and information technology, have become integral to the advancement of all countries, including economic, social, and educational development. Despite their importance, these areas continue to be male dominated, with the industrialized nations commanding the majority share of large-scale digital innovations. In the Caribbean, Governments have been paying increasing attention to these disciplines. However, given the constrained resources and limited funding of small island states, a key success factor is the provision of equal access to relevant education. Fundamentally, this translates to the adoption of an inclusive approach to computer science education in view of the increasingly diverse nature of the student population.
This presentation looks at the use of inclusive computing, specifically around computer programming. Inclusive programming seeks to remove those barriers that exclude students based on social factors, such as gender and disabilities, from successfully completing computer programming courses. The experiences within two compulsory computer programming courses are discussed and recommendations are made for the way forward.
The primary goal is to increase the accessibility of computer programming courses for all students, irrespective of gender, economic background, age or disabilities.
Preliminary results show improvements in class attendance, meeting coursework deadlines and overall pass rates. However, external barriers to learning, such as managing the demands of heavy coursework loads and doomscrolling, can negate the benefits of improved accessibility.",Expanding Accessibility for Computer Programming Courses
CS71,"Despite global aquaculture production reaching record levels, the Caribbean accounts for only 0.05% of global output, highlighting its underutilized potential. Current practices in the region are largely restricted to tilapia and shrimp, reflecting a limited scope when compared to the diverse range of blue foods cultivated worldwide. While intensive salmon farming dominates aquaculture in developed nations and low-cost species characterize developing contexts, the Caribbean s rich ecosystems provide unique opportunities for diversification. These include the cultivation of marine finfish, conch, sea urchins, sea cucumbers, oysters, mussels, seaweeds, and aquarium species, the latter of which has already offered livelihood opportunities in Jamaica.
Blue foods are nutrient-dense, rich in bioavailable micronutrients, and can be produced in environmentally sustainable ways. For Caribbean nations, aquaculture represents a strategic pathway to strengthen food and nutrition security, to alleviate pressure on overfished marine resources, and stimulate inclusive socio-economic growth. However, regional aquaculture development has historically been constrained by insufficient human and technical capacity, limited research infrastructure, and inadequate knowledge transfer across institutions. These barriers have curtailed innovation, slowed adoption, and reduced the sector s competitiveness.
To address these gaps, the Caribbean Aquaculture Education and Innovation Hub (CAEIH) was established to advance scientific capacity building across the region. CAEIH aims to integrate aquaculture into secondary and tertiary education curricula, promote applied and interdisciplinary research, and cultivate partnerships with regional industries and international collaborators. The Hub emphasizes the use of key performance indicators to track growth and impact across the aquaculture value chain, with particular focus on gender equity and youth participation.
By strengthening technical expertise, fostering innovation, and embedding aquaculture within STEM education, CAEIH seeks to position the Caribbean as a leader in sustainable aquaculture. This initiative underscores the transformative potential of education-driven capacity building to unlock the region s blue economy.
Keywords: aquaculture, mariculture, technical skills training, innovation, STEM, Caribbean",Building Scientific Capacity for Sustainable Aquaculture in Caribbean Tertiary Institutions
CS72,"Being in a laboratory is often where chemistry comes alive. It is the place where abstract ideas turn into real experiences, where students learn not only by reading and listening, but also by doing, seeing, and reflecting. Yet in small island developing states (SIDS) such as Barbados, laboratories face unique challenges that shape how students and educators experience this vital part of science education. Limited resources, crowded classes, and the pressure to complete tasks often leave little room for deeper engagement and meaningful connections between theory and practice.
This study aims to address these challenges by redesigning a single chemistry laboratory activity at the post-CSEC tertiary level. Conducted over two academic years, the intervention involved 130 students across 22 focus group sessions, alongside input from four teachers, three technicians, and two demonstrators. A control group worked with the traditional materials, while the experimental group used the redesigned version, which emphasized reflection, conceptual linkages, and skill development. To enhance accessibility and cater to diverse learning styles, QR codes were embedded into the materials, linking to video demonstrations of the laboratory procedures. Students from the experimental group later participated in group-based think-aloud sessions that captured their reasoning and emotional responses in real time.
The results indicated that students in the experimental group were more engaged, collaborative, and better able to connect what they were doing in the laboratory to the underlying concepts. Educators and laboratory staff observed that the activity felt more purposeful and reflective than before, while the think-aloud sessions revealed learning gains and challenges in transferring knowledge across contexts.
This intervention demonstrates how small, targeted changes can transform laboratory experiences in resource-limited settings advancing the United Nations Sustainable Development Goal of Quality Education and offers practical lessons for strengthening STEM education across the Caribbean.
Keywords: Chemistry education, laboratory intervention, meaningful learning, SIDS, Barbados, Quality Education",Redesigning Chemistry Laboratories for Meaningful Learning at the Tertiary Level: A Barbadian Intervention
CS73,"This paper examines the potential for integrating Caribbean indigenous knowledge systems and cultural practices into science education as a means of advancing education transformation in the region. It argues that aligning science curricula with local epistemologies ,which are rooted in community practices, creativity, and lived experience, it can enhance relevance, engagement, and critical thinking among learners. Drawing on frameworks in decolonial and transformative education, the paper considers how traditional practices such as bush medicine, local agriculture, craftsmanship, food preservation, and cultural expressions like dance embody principles of observation, experimentation, and problem-solving. These practices illustrate that scientific inquiry has long existed in Caribbean societies, though often unrecognized within formal education. By bridging local knowledge and scientific reasoning, this approach offers a framework for cultivating learner identity, sustainability awareness, and a sense of contribution to knowledge creation. The paper further highlights implications for curriculum design, teacher professional development, and STEAM education policy, advocating for a model of science learning that honors cultural heritage while promoting rigorous scientific understanding.
Keywords: Caribbean education, science curriculum, decolonization, indigenous knowledge, cultural integration, sustainability",When Breadfruit Meets the Bunsen Burner: Reimagining Science Education Through a Caribbean Lens
CS74,"Recency testing is a cutting-edge surveillance tool, identifies individuals recently infected with HIV to enable targeted interventions. The objective of this study was to assess the role of recency testing in identifying recent infections, linking newly diagnosed individuals care, and achieving long-term viral suppression. This retrospective observational study included 120 individuals newly diagnosed with HIV across Regions 3, 4 and 5. Recency testing was conducted using samples processed at the National Public Health Reference Laboratory (NPHRL). Of the confirmed cases, 23 were identified as recent infections after verification. All participants were linked to care and initiated on dolutegravir (DTG)-based antiretroviral therapy (ART). Viral load measurements were recorded at baseline, six months, and one year. Quantitative data were analyzed using chi-square and logistic regression to assess associations between recency status, care linkage, and treatment outcomes. Ethical approval was obtained. 23 Positives out of 150 test, 15.3 % positivity rate, with more females than males- 91.3%. 100% linkage to care and ART initiation. Baseline viral loads ranged from 704 to 1,820,000 copies/mL. Following treatment, viral loads demonstrated reductions of 80 95% at six months p=0.00. By the one-year mark, 95% of participants achieved viral suppression below 1,000 copies/mL. Statistical analyses revealed significant associations between early treatment initiation on ART and viral load suppression with an odds ratio of better viral suppression with ages below 30 years, and high viral load.
Recency testing proved instrumental in identifying individuals at high risk, facilitating rapid linkage to care, and optimizing treatment outcomes. These findings underscore the potential of integrating recency testing into routine HIV programs as a tool for improving epidemiological tracking, addressing gaps in care, and contributing to global HIV elimination goals.",The Role of Recency Testing and Linkage to Care in Enhancing Viral Suppression in Guyana
CS75,"The Caribbean region faces increasing environmental pressures due to the combined effects of climate change and transboundary air pollution events, particularly Saharan dust intrusions. Rising temperatures, shifting rainfall patterns, and the intensification of extreme weather events exacerbate the vulnerability of island ecosystems. Within this context, Saharan dust can significantly impact air quality, climate regulation, and terrestrial and marine ecosystems, yet systematic and regionally integrated monitoring of these phenomena remains limited. To address this gap, the CARIbbean Atmospheric Network (CARIAN), co-financed by the Interreg Cara bes 2021 2027 programme, will initially deploy solar-powered monitoring stations in Guadeloupe, the Dominican Republic, and Trinidad & Tobago. These stations will simultaneously measure air pollution, meteorological parameters, and soil properties, enabling a comprehensive assessment of environmental dynamics in tropical island contexts. The ultimate objective is to expand this network so that, within five years, every Caribbean island will operate its own atmospheric observation system with special focus to air quality. By combining scientific expertise, technological innovation, and local stakeholder engagement, CARIAN aims to (i) strengthen predictive capabilities for air quality and climate-related hazards, (ii) assess environmental and socio-economic impacts, including on agriculture and aquaculture, and (iii) support evidence-based policy actions in line with the Sustainable Development Goals (SDGs 3, 13, 14, 15 and 17). This initiative also fosters North South cooperation and capacity-building, positioning the Caribbean as an active contributor to global atmospheric research. The first deployment phase is scheduled for 2025, with early results expected to enhance regional resilience to environmental and climatic challenges.
Keywords: Saharan dust; Air quality; Climate change; Environmental monitoring; Caribbean climate","CARIAN: Building a Caribbean Atmospheric Network to Advance SDG-Driven Research, Innovation, and Action"
CS76,"The growing use of waste-derived materials in asphalt pavements is driven by the need to conserve natural resources, reduce costs, and support circular economy practices. While these materials such as crumb rubber (CRM), recycled asphalt pavement (RAP), and recycled concrete aggregate (RCA) offer proven mechanical and economic benefits, their potential environmental impacts remain less understood. Of particular concern is the leaching of pollutants into stormwater and groundwater systems, especially in tropical climates where high rainfall and infiltration rates may accelerate contaminant release. This study investigated the short-term leaching behaviour of conventional hot-mix asphalt (HMA) and three waste-modified mixtures containing CRM, RAP, and RCA. Cylindrical specimens were fabricated and submerged in potable water for periods of 0.5, 1, 2, 4, 6 and 24 hours. The leachates were analysed for colour, turbidity, pH, nitrates, phosphates, and chlorides, with results benchmarked against international and national drinking water quality standards. Findings showed that all mixtures remained within permissible limits, but waste-modified specimens released higher contaminant loads than HMA. RCA was the most critical, with chloride concentrations peaking at ~313 mg/L and stabilising near 210 mg/L, close to the 250 mg/L threshold. RCA also exhibited phosphate levels ~40% higher than HMA. CRM displayed late-stage increases in turbidity (~3 NTU) and colour (~15 Pt-Co units), while RAP performed most similarly to HMA with only marginal nitrate increases. These results highlight that while waste incorporation supports sustainability, environmental risks must be managed. The study underscores the importance of material screening, substitution limits and monitoring to ensure that waste-modified roads contribute positively to SDG 6 (Clean Water), SDG 11 (Sustainable Cities), and SDG 12 (Responsible Consumption) without compromising ecological integrity.
Keywords: Asphalt pavements, Waste materials, Leaching behaviour, Water quality, Sustainable development, Stormwater runoff",From Waste to Pavement: Runoff Contamination Risks
CS77,"In the Caribbean obesity is a real problem, 25% of the people are obese and 60% are overweight. The root cause of obesity, and being overweight, is an energy imbalance between calories consumed and calories expended. Obesity contributes to cancer and to hypertension by mechanisms such as insulin resistance and hyperinsulinemia. An interesting way to understand these diseases and their links is to use compartmental models. The objective of this study is to gain a better understanding of the links between obesity and its complications.
The problem is described by a system of ordinary differential equations. The mathematical concepts used in this study are dynamical systems and optimal control theory.
We give some stability results and existence of a control on obesity. This will refer to analysis and discussion in the context of the OBECAM project which will be presented at this CAS Conference.
This study offers a model to link obesity to its complications in a unified way. The study could be used for future research, and our aim is to also give some recommendations to the authorities in order to reduce the complications. The advantage of considering a unified way is to simplify the recommendations to be made to the authorities and to promote the chances that they will be applied.",Obesity and complications
CS78,"The aim of this study is profiling the pharmacological properties of Prunus dulcis (Almond). Present research work has investigated the antibacterial and antifungal screening and pharmacological properties of various leaves extract of a Guyana flora, Prunus dulcis. Prunus dulcis green leaves were collected from University of Guyana, Turkeyen Campus, dried in oven at 50 -55 0 C for 72 h and moisture content is calculated. The dried and grounded leaves of Prunus dulcis were extracted in each ethanol, methanol and acetone solvents. The evaporation of solvent was done on rotavapors. The respective solvents were added to viscous semi solid liquid extract to make up desired volume of extract solution. Antimicrobial and antifungal potential of all leaves extract were studied using diffusion, poison plate, paper disc plate and streak plate methods against microorganism Escherichia coli, Staphylococcus aureus and Candidus albicans. All assay was studied in duplicate and central plates without leaves extract were used for reference. All leaves extract showed antibacterial and antifungal potential against organisms E. coli, S, aureus and C. albicans. In most assays studied maximum and minimum antimicrobial potential was observed for methanol and acetone solvents, respectively. Among four methods used for antimicrobial and antifungal assay studies, poison plate method and streak plate method were found to have highest and lowest inhibitory zone, respectively. Almonds have been used traditionally for curing wounds, anemias, insomnia, headache, sore throat, brain infection, kidney disorder etc. Results obtained from present studies are useful for researchers of similar research interests.
Key words: Prunus dulcis, Leaves extracts, Antibacterial, Antifungal, Screening",Profiling the Pharmacological Properties of Prunus dulcis
CS79,"Alien terrestrial flatworms (Tricladia: Geoplanidae) are primarily introduced through soil associated with the ornamental plant trade. Several species disrupt soil biodiversity by preying on native invertebrates, with implications for agriculture and food security. Others pose public health risks: notably, Platydemus manokwari is a paratenic host of Angiostrongylus cantonensis, the main aetiological agent of eosinophilic meningitis, an emerging infectious disease in the Caribbean. This study was conducted on the Mona Campus of The University of the West Indies, Kingston, Jamaica. The area was divided into 10 sectors demarcated by major roadways, aligning with distinct ecological zones. Within each zone, a representative plot was surveyed using informed visual searches and soil sampling. Flatworms were identified through diagnostic morphological features. Six alien geoplanid species were documented, representing a 43% increase in the number confirmed from Jamaica and the first global record of such high species richness within such a small locality. Findings include the first Jamaican record of Kontikia ventrolineata (n=29), confirmation of Caenoplana sp. (n=4) and Rhynchodemus sp. (n=2), and the presence of Dolichoplana striata (n=29), Bipalium vagum (n=7), and P. manokwari (n=60). P. manokwari was the most abundant, comprising 47.6% of specimens, and showed range expansion from northern into southeastern Jamaica. Species richness (n=5) was highest at the campus plant nursery, whereas residential areas with gardens exhibited the greatest abundance (p=0.002), reinforcing soil movement in plant trade as a major introduction pathway. The detection of multiple alien flatworms within this small urban ecosystem (<700 acres) highlights how anthropogenic activities facilitate establishment of exotic taxa. Abiotic conditions, including soil pH of x?=6.8, ambient temperature of x?=22.4 C, and soil moisture of x?=11.6%, provided favourable colonisation conditions. These findings reveal gaps in biosecurity frameworks and the urgent need for surveillance and monitoring, given the potential synergistic threats posed to biodiversity, agriculture, and public health.
Keywords: Geoplanidae, flatworms, alien, Platydemus manokwari, Angiostrongylus cantonensis, soil, biodiversity, Jamaica","Co-occurance of Six Alien Terrestrial Flatworms in an Urban-Academic Ecosystem in Jamaica: Ecological, Economic and Public Health Implications"
CS80,"Our world is faced with global warming and its effects, due to the net accumulation of greenhouse gases such as CO2, N2O and CH4 in the atmosphere. Global warming has been the impetus for Climate Change and has caused havoc on Caribbean infrastructure, affected agriculture production and productivity and the livelihood of many in the Caribbean States. Agriculture production has decreased across the Caribbean. Agriculture is the key backbone of Guyana s economy and thus all efforts are directed to protect Guyana s agriculture industry amidst Climate Change. This would necessitate the implementation of Climate Change Sustainable Smart Agriculture Practices, adding resiliency to agriculture production and productivity. These measures will enhance Guyana s Low Carbon Development Strategies, LCDS. The objectives of this presentation are to examine Smart Agriculture Practises internationally and in Guyana and to examine how Guyana can improve on its Smart Agriculture Practices (SAP). A total of twenty-five (25) research articles were reviewed. Amongst SAP implemented are shade houses, vermicomposting, development of crop varieties that are resistant to arduous climate change effects, induced by global warming. The Agriculture and Innovation Entrepreneurship Programme (AIEP) will continue to see the construction of shade houses across Guyana to enhance the production of high-value crops such as broccoli and cauliflower. The pilot project, comprising 25 shade houses, can generate close to $70 million of the selected crops per year. Other Climate Change Smart agriculture practices include drip irrigation, greenhouse cultivation, crop rotation, and diversification. These will promote water conservation, reduce erosion, improve soil formation and structure, and encourage more stable ecosystems which will boost the supply of organic nutrients to the soil, and reduce the need for artificial fertilisers. Also, the implementation of genetically modified crops (GMO) to resist the arduous climate change effects and the implementation of zinc fortified rice variety. The Government of Guyana has implemented several Climate Smart Agriculture practices outlined above and it has brought food security to Guyana.
Keywords: Global warming, Climate Smart Agriculture Practises, Shade houses, hydroponics, drip irrigation",Climate Smart Agriculture Practices in Guyana
CS81,"The Caribbean is one of the world's major biodiversity hotspots, and one of the most threatened. Preserving its natural heritage must be based on solid scientific foundations and coordinated at the regional level. Nearly two-thirds of recent scientific publications do not include Caribbean researchers as authors. It is therefore essential to strengthen the region's capacities in conservation biology. In this context the NGO Caribaea Initiative (CI), officially based in Guadeloupe, has been working over the past decade to strengthen expertise within Caribbean islands by training researchers from the region at master's and doctoral levels and by developing research geared towards biodiversity conservation. We illustrate by using two research programs that are relevant from a socioeconomic perspective. The Caribbean Spiny Lobster (Panulirus argus) is fully- or over-exploited throughout its geographical range. Its sustainable management is therefore essential at the regional level. CI partnered with Ross University School of Veterinary Medicine, St Kitts & Nevis to develop a research program on the biology of the species. This research revealed the presence of an egg-predator worm, Carcinonemertes conanobrieni, which reduces the reproductive potential of the host, with consequences for fisheries. Carcinonemertes has been reported in P. argus in Florida, Saint Kitts, and South America, suggesting that it is present throughout the host's range and highlighting the need for regional efforts to reduce the parasite's impact. The second program focuses on managing the impact of exotic vertebrates on biodiversity and public health. In collaboration with partners in Haiti, the Dominican Republic, Guadeloupe, Dominica, and Martinique, and with the support of the Interreg Caribbean program, CI has developed research on exotic reptiles, birds, and mammals, to propose management measures. We discuss why strengthening networking and collaboration between countries in the Caribbean islands are essential to addressing common challenges in biodiversity conservation.
KEYWORDS: Biodiversity, Carcinonemertes, Conservation Biology, Invasive Species, Panulirus argus",The Caribea Initiative - Building Capacity in the field of Biodiversity Conservation
CS82,"This research paper presents an evidence-based approach to better understand factors that influence risk perception (RP), examining safety behaviours (SB) and the role of knowledge types and sources. It develops an integrative framework and assessment tool (IFAT) that demonstrates the potential utility in operationalizing and integrating these concepts. Data items were collected from May 2021 to May 2022 in Barbados, a SIDS in the Caribbean, exposed to multiple hazards. An online and telephone questionnaire was administered to households using a purposive sample (n=185). Chi-square tests identified variables associated with household actions and inactions with their levels of RP and SB. Pearson s Product-moment Correlation identified all pairwise correlations among knowledge scores, RP scores, and SB scores. Logistic Regression identified predictors of levels of RP, SB, and knowledge. Results showed significant associations between inaction to certain hazards and selected socio-demographics, personal experiences, and value of basic items. Levels of RP and SB were associated with levels of formal and informal knowledge. It was found that age was a predictor of types and sources of knowledge, and type of occupancy was a predictor of RP and SB levels. Combined worldviews were found to be a predictor of RP levels via Multinomial Logistic Regression. These findings highlight the essential need for baseline data collection and analysis for monitoring household behaviours in target groups. These findings make a case for follow-up research; however, the findings cannot be generalised to the national population. The results can be used as baseline information to start building a profile for a country for future research. The IFAT can be used to indicate changes over time and for monitoring and evaluating DRR interventions.
Keywords: Disaster Risk Reduction, hazards, safety culture, integrative framework, assessment tool, Barbados","Assessing Risk Perception, Safety Behaviours and Types of Knowledge in a Small Island Developing State of the Caribbean: Contributing Factors to Household Actions and Inaction"
CS83,"As the global climate crisis intensifies, particularly in climate-vulnerable regions such as Small Island Developing States (SIDS), the Caribbean, and parts of Europe increasingly impacted by extreme weather events, museums face unprecedented physical and existential threats. Yet these institutions are not only custodians of objects, but they are also community anchors, education hubs, and platforms for dialogue. This paper explores how museums can respond to climate change through the lens of social sustainability and community-based social work approaches, emphasizing inclusive, participatory models of resilience.
By aligning their missions with the United Nations Sustainable Development Goals, museums can foster deeper community engagement and environmental advocacy. Drawing from case studies across the Caribbean, SIDS, and climate-affected parts of the UK, this paper examines how museums have co-created climate action initiatives with local communities, engaged in intergenerational knowledge-sharing, and utilized principles of social work such as empowerment, inclusion, and cultural competence.","Resilient Communities, Resilient Heritage: Museums, Climate Change, and Social Sustainability in a Changing World"
CS84,"The objective of this study is to identify AI tools currently used by physicians, to assess attitudes, knowledge and the impact of AI on clinical practice, and identify factors that influence their willingness to adopt AI tools in clinical practice across Trinidad and Tobago.
A cross-sectional design in this pilot study was conducted over a six-week period. Quantitative data were collected through an online survey using purposive sampling. Distribution was restricted to professional networks and medical associations, inviting the target size of 905 physicians practicing in private and public sectors across Trinidad and Tobago to participate. 57 responses were uploaded to SPSS (v.30.0.0.0) and analyzed using descriptive statistics, cross-tabulations, logistic regression analyses and chi-squared tests. All responses were securely stored with password protection.
On analysis it was found that 33.3% of physicians reported using AI tools in clinical practice, of which ChatGPT accounted for 89.5% and Gemini 10.5%. Most were hesitant mainly due to fear of misdiagnosis, dependence, data privacy and bias. Education and addressing these concerns will be pivotal in implementation. Younger doctors showed higher adoption, with 100% of those aged 28 30 using AI compared to 0% over 60, reinforcing the importance of education, especially to physicians over 50. In the public sector, only 5.3% with over 20 years  experience used AI, compared to 52.7% with under 10 years. In private practice, 57.1% reported use, highest among those with under 10 years  experience. Regarding attitude, 89.5% believed AI will revolutionize medicine and 52.6% of non-users were in favour. 100% of current users were in favour. 53.8% viewed AI as useful and believed it should be implemented in healthcare.
AI use among physicians remains limited. Future studies should aim to raise awareness, ensure safe clinical integration, and evaluate long-term effects on patient care.","Investigating the prevalance, attitudes, knowledge, and impact of AI tools among physicians in Trinidad and Tobago: A pilot study of physicians' perspectives"
CS85,"Climate change has resulted in vulnerable coastal communities that are unprepared for its impacts. In the coastal region of Icacos in Trinidad and Tobago, the permanent inundation of coastal areas has resulted in the loss of homes and livelihoods. Interestingly, some coastal communities in the region have experienced accretion, prompting residents to resettle without planning, coordination, or government intervention. Similarly to other coastal communities, this informal solution is not without its hazards, as these newer locations are also under threat of climate change impacts. Therefore, there is an urgent need for planning at the community level, including education on the impacts of climate change. Scenario planning, a disciplined method for imagining possible futures, has been used in community planning, where representative stakeholders collaborate in a workshop setting to create inputs, identify strategies, and propose solutions for shared visions of the future of their communities based on impacts. Since many community members may not be formally educated or have been exposed to specific subjects that teach about climate change education, they may not be aware of the impacts or potential solutions. For scenario planning to be effective, the community planning exercise must involve educating community members about climate change impacts where planners are translational intermediaries between scientists and members of the public. The climate education exercise would support residents  experiential knowledge and perception of risk for appropriate decision-making for their communities. This research introduces a theoretical framework that will critically reflect the discourse on scenario planning and climate change education for community planning using an urban planning lens. The resulting Scenario Planning Framework for Climate Change Education would be presented for practical implementation in community planning to foster resilient communities.
Key words: Scenario Planning, Climate Change Education, Coastal Communities, Community Planning",Getting the Community Ready for Climate Change: A Scenario Planning Framework for Climate Change Education for Resilient Coastal Communities
CS86,"Cellulose is a naturally occurring polymer, commonly found in lignocellulosic biomass, and has no adverse effects on health or the environment. The degradability, sustainability and ability to form self-supporting structures makes cellulose an ideal compound to be explored, as a possible solution to satisfy the increasing demand for biodegradable and environmentally safe solutions to existing, and growing issues. This research aims to investigate extracting cellulose from waste Bambusa vulgaris (bamboo) biomass by using the physical extraction techniques: autoclave, pressure vessel, and supercritical fluid extraction (SFE). The recovery of cellulose from waste bamboo biomass at reduced reagent concentrations was also explored. The autoclave operates at 121?C and 15 psi which can aid extraction of cellulose by disrupting the lignocellulosic structure. A pressure vessel was used to securely contain pressures higher than atmospheric pressure. As such the biowaste was exposed to pressures ranging from 30 psi to 90 psi and temperatures between 70 C and 90 C. SFE uses supercritical fluids (a fluid which exhibits both gaseous and liquid properties at temperatures and pressures beyond the critical point) to extract the compound of interest. SFE was used to subject the sample to the changes in temperature and pressure, enough to fracture the biomass structure and was carried out using the conditions 300 bar and 60 ?C for 2 hours. The effects of the autoclave, pressure vessel and SFE on the biowaste were explored over a sodium hydroxide concentration ranging from 1.5% to 20%. It was determined that the pressure vessel method of extraction was the most appropriate of all the methods explored. The optimized extraction conditions for the maximum yield, determined using the Design Expert software, utilizing the pressure vessel, resulted in a pressure of 90 psi, temperature of 70 ?C and a sodium hydroxide concentration of 1.5 %.
Keywords: biowaste, cellulose, lignocellulose, autoclave, pressure vessel, supercritical fluid extraction",The Extraction of Cellulose from Bambusa vulgaris (Bamboo) Biowaste for the Synthesis of Useful Products for Environmental Purposes
CS87,"The purpose of this paper is to present a framework for a year-long study measuring household innovation among selected participants from the Caribbean, West Africa, Canada, the United States and the United Kingdom. Household innovation is the term used to describe the massively underreported and unmeasured innovation that occurs for personal use or limited use, without the commercialization aspect. The 4th Edition of the Oslo Manual recognizes household innovation and Gault, Arundel and Kraemer-Mbula (2023) outline innovation indicators and a means for measurement via a questionnaire. The framework includes the adjusted questionnaire design, the design of an additional participative element which will include an Innovation Jam based on Design Thinking with associated Q-Study and the execution of a pilot study.
The study proposed by this paper is important because sustainable and resilient futures require that most individuals be innovators. Innovation can originate anywhere in the world, from any population and while the innovation created out of need, for example, has generally not been acknowledged or measured, these types of innovations may eventually solve local, regional and extra-regional issues. The proposed study will record a list of some of these innovations and assess the motivation of youth to engage in social and industrial innovation, pre- and post- innovation jam. Research limitations may arise with ethical approval for the study and willingness of participants to share, even though they may not be aware of the value and potential of their ideas. Practical limitations will include the limited budget for the project in which items which qualify will be funded through the researcher s Study and Travel Grant and Institutional Visit Allowance and those which do not qualify will be funded through personal funds.
Keywords: Household Innovation; Q-Study; Design Thinking; Caribbean; West Africa",A Framework for Assessing Household Innovation in Selected Regions
